WS2M,PRECTOTCORR,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,WS10M,ALLSKY_SFC_SW_DWN,TS,T2M,WS50M,PS,QV2M,ALLSKY_SFC_UV_INDEX
2.51,0.03,126.2,129.03,4.02,6.77,18.22,17.8,5.77,100.48,9.4,1.88
2.84,0,126.39,129.22,4.55,6.78,18.37,18.03,6.44,100.57,9.64,1.89
3.09,0,125.09,128.7,4.9,6.72,18.39,18.17,7.02,100.54,9.28,1.89
1.6,0,126.26,127.53,2.64,6.86,20.28,20.91,3.91,100.31,8,1.89
1.2,0,124.02,125.52,2.03,6.74,20.96,21.83,2.82,100.07,7.69,1.8
1.38,0,88.91,121.01,2.41,4.67,20.12,20.05,3.52,99.99,8.91,1.41
1.69,0,91.36,120.62,2.89,4.77,20.34,20.33,4.13,99.79,8.91,1.44
1.93,0.01,80.01,116.76,3.34,4.19,18.11,17.76,4.99,99.95,10.31,1.23
1.76,0,63.17,114.88,3.03,3.26,18.12,17.72,4.52,100.45,10.31,1
2.13,0.03,82.3,116.28,3.47,4.31,18.12,17.55,4.84,100.37,10.07,1.26
2.72,0.06,81.12,117.88,4.19,4.2,18.38,17.75,5.57,99.99,9.52,1.29
3.04,0.07,79.09,118.12,4.7,4.15,17.26,16.73,6.38,99.82,9.28,1.26
2.5,0.05,117.55,119.81,4.15,6.29,17.62,17.41,6.09,100.03,9.89,1.67
2.38,0.03,115.7,118.86,3.81,6.22,17.87,17.4,5.37,100.05,9.4,1.56
4.09,0.01,115.68,118.15,6.34,6.25,17.26,17.19,8.77,100.06,8.48,1.52
2.48,0,116.7,117.25,4,6.44,17.61,17.62,5.82,100.16,6.96,1.5
1.68,0,114.8,115.52,2.7,6.32,17.93,18.24,3.77,99.95,6.59,1.49
2.52,1.11,80.56,114.22,4.21,4.14,16.46,16.33,6.22,100,10.01,1.24
2.28,11.92,65.18,110.8,3.8,3.35,15.7,15.84,5.91,100.06,9.64,0.91
1.91,0,107.95,112.24,3.12,5.75,16.07,15.73,4.69,100.44,8.36,1.33
1.59,0.11,110.39,111.98,2.73,5.86,17.8,17.86,4.21,100.44,9.34,1.54
3.48,0.03,110.39,111.52,5.45,5.96,16.4,16.3,7.7,100.39,8.79,1.48
3.55,0.05,110.58,111.29,5.45,6.01,15.12,14.89,7.59,100.23,7.08,1.41
2.6,0,109.73,110.11,4.2,6.08,14.94,15.02,6.19,100.29,5.98,1.42
1.79,0,108.62,109,3.13,5.98,15.84,16.34,5.16,100.74,5.49,1.4
1.56,0.02,106.19,106.81,2.6,5.75,16.07,16.59,3.72,100.71,7.39,1.36
1.88,0.37,92.47,105.88,3.29,4.89,16.18,16.19,5.06,100.82,9.89,1.27
2.09,0.43,69.61,104.48,3.63,3.57,16.3,16.51,5.55,100.6,9.7,1.1
2.26,0,99.98,103.07,3.52,5.47,15.3,14.91,4.98,100.46,7.08,1.34
2.52,0,102.73,103.95,3.95,5.67,15.59,15.46,5.52,100.43,6.53,1.28
3.26,0,102.76,103.24,5.41,5.66,15.01,15.52,8.52,100.66,4.82,1.2
2.75,0,101.16,101.59,4.76,5.68,16.37,18.38,7.47,100.75,3.85,1.22
1.72,0,99.3,99.68,2.88,5.64,15.85,18.07,4.37,101.02,3.6,1.19
1.42,0,85.46,97.63,2.53,4.78,16.01,17.91,3.83,100.78,4.33,1.14
1.77,0,94.49,95.71,2.94,5.25,15.9,16.61,4.25,100.38,5.86,1.15
1.89,0,87.26,93.74,2.96,4.82,14.51,14.66,4.16,100.02,6.1,1.07
2.14,0,90.44,92.95,3.35,4.98,14.37,14.29,5.05,99.52,6.1,0.94
1.3,0.03,80.41,92.05,2.07,4.4,13.69,13.91,2.81,100.24,6.16,0.86
1.65,0.09,71.88,91.31,2.54,3.88,12.89,12.51,3.4,100.67,7.02,0.83
2.3,0.05,87.12,91.5,3.52,4.8,13.39,12.92,4.69,100.39,6.9,0.94
1.85,0.03,90.59,92.15,2.95,5.02,14.12,14.29,4.27,100.57,5.98,0.94
1.27,0,90.95,91.33,2.16,5.06,14.69,15.94,3.31,100.78,5.13,0.99
1.7,0,89.88,90.21,3.04,5.08,14.94,16.42,4.79,100.58,4.21,1.02
1.38,0,88.83,89.13,2.38,4.97,14.72,16.29,3.58,100.74,4.21,1.03
1.18,0,88.38,88.79,1.98,4.93,15.34,17.15,2.92,100.67,4.64,1.05
1.03,0,67.51,85.52,1.63,3.69,15.27,16.14,2.26,100.63,5.92,0.84
1.01,0.01,67.73,84.7,1.66,3.7,15.69,16.8,2.41,100.71,5.68,0.87
1.2,0.01,57.17,83.82,1.94,3.08,14.86,14.98,2.74,100.48,6.47,0.74
1.19,0.02,54.18,81.43,1.8,2.91,14,13.73,2.37,100.45,7.08,0.66
1.23,0.85,50.82,80.66,1.9,2.73,13.85,13.7,2.55,100.51,6.77,0.59
1.85,1.84,46.7,79.82,2.8,2.49,13.3,12.76,3.75,100.38,7.02,0.54
2.38,1.57,43.76,79.33,3.59,2.31,12.22,11.45,4.92,100.68,7.14,0.52
1.42,0.15,73.82,78.86,2.31,4.04,12.71,12.7,3.39,101.01,7.08,0.74
1.04,0.07,60.48,78.11,1.67,3.25,13.99,14.8,2.4,100.84,5.8,0.67
3.97,1.23,40.86,79.05,6.01,2.15,12.15,11.8,7.82,100.05,7.14,0.57
2.66,0.04,67.85,76.34,3.98,3.69,12.4,11.82,5.42,99.63,7.02,0.73
1.48,0.07,54.73,74.31,2.29,2.95,12.06,11.73,3.27,100.46,6.84,0.54
1.3,0,73.16,74.65,2,4.08,11.89,12.13,2.8,100.91,6.29,0.7
1.06,0,74.72,75.4,1.63,4.12,13.09,13.9,2.36,100.97,6.04,0.81
1.19,0,72.5,74.15,1.87,4.01,13.51,15.29,2.6,100.8,6.16,0.83
2.55,0.05,58.5,72.98,3.94,3.12,13.19,13.77,5.43,100.45,6.96,0.72
3.05,0,61.24,74.51,4.75,3.39,11.33,11.33,6.84,100.54,4.7,0.67
2.93,0,73.55,74.18,4.81,4.12,12.14,12.39,7.33,100.55,4.46,0.67
1.34,0,71.66,72.27,2.33,3.9,13.13,14.29,3.72,101.08,5.07,0.64
1.19,0,64.95,70.01,1.9,3.53,13.6,15.26,2.62,101.24,5.43,0.63
1.26,0.01,60.93,68.01,2.05,3.32,14.42,15.52,2.99,100.98,5.92,0.6
1.59,0.01,67.33,70.3,2.48,3.63,13.43,13.4,3.53,100.65,6.71,0.66
1.14,0,65.39,67.88,1.74,3.62,12.55,13.15,2.33,100.58,6.41,0.63
1.06,0.21,55.55,66.28,1.6,3.04,11.47,12.04,2.12,100.86,7.39,0.59
0.85,0.11,50.95,65.75,1.35,2.76,11.37,12,1.92,100.98,7.51,0.61
0.91,0.17,51.96,63.29,1.57,2.78,13.86,14.93,2.55,101.35,7.14,0.6
1.54,0.02,53.02,66.41,2.47,2.86,14.01,14.65,3.64,101.15,7.14,0.66
2.7,0.02,45.93,66.34,4.08,2.51,12.63,12.41,5.59,100.55,6.96,0.55
2.59,0,65.22,65.89,4.04,3.61,12.05,11.86,5.74,99.97,6.04,0.55
2.62,0.01,63.45,64.91,4.02,3.4,11.71,11.33,5.67,99.96,6.96,0.48
1.23,0.01,61.5,63.33,1.88,3.39,10.9,10.63,2.65,100.62,6.53,0.52
1.41,0.33,40.78,57.46,2.05,2.2,10.23,10.6,2.74,100.9,6.9,0.39
1.88,10.8,22.96,61.34,3.09,1.15,11.99,12.3,5.14,100.63,8.61,0.27
1.95,12.11,18.77,59.45,3.23,0.93,12.08,12.32,5.16,100.19,8.48,0.21
3.62,0.6,57.76,61.79,5.66,3.14,11.29,11.5,8.09,100.41,4.7,0.48
4.04,0,60.18,61.05,6.6,3.42,12.21,13.08,10.05,100.56,2.99,0.43
1.9,0.01,60.01,60.41,3.03,3.34,10.45,11.14,4.38,100.69,4.21,0.45
0.96,0.21,58.52,59.2,1.4,3.28,9.44,10.76,1.85,101.17,5.55,0.47
0.93,0.16,58.12,58.72,1.32,3.25,9.63,11.44,1.66,101.47,5.19,0.52
1.44,0,47.86,57.61,2.2,2.64,9.33,10.36,3.05,101.14,4.88,0.53
1.59,0,47.46,54.05,2.53,2.66,10.44,10.9,3.73,100.27,5.62,0.48
1.54,0,53.27,55.93,2.49,2.95,11.65,12.73,3.69,100.46,5.8,0.48
0.86,0,50.93,54.76,1.35,2.84,10.67,12.77,1.86,101.08,6.16,-999
0.95,0,41.01,55.64,1.45,2.22,10.89,12.49,2.03,101.35,6.59,0.38
1.38,0.01,55.55,56.06,2.28,3.06,11.26,12.53,3.4,101.42,6.59,0.45
2.55,0.15,50.5,55.76,3.98,2.79,10.97,11.44,5.77,100.79,7.81,0.45
3.38,0.01,32.94,56.87,5.16,1.76,9.31,9.14,7.24,100.22,4.52,0.34
1.88,0,52.72,56.23,2.74,3.01,5.91,6.15,3.69,100.65,2.93,0.37
1.41,0,54.45,55.52,1.99,3.14,4.87,5.31,2.57,100.98,2.56,0.34
2.41,9.23,37.96,54.78,3.48,2.06,6.71,6.85,4.65,100.83,4.88,0.32
3.55,4.8,48.91,55.48,5.23,2.78,6.28,5.2,7.13,100.81,4.03,0.37
2.15,0.13,50.21,54.98,3.16,2.87,4.19,2.8,4.32,101.46,2.62,0.35
2.52,0,53.77,54.66,3.78,3.14,4.3,3.05,5.25,101.76,2.44,0.32
1.88,0,53.54,54.75,2.76,3.1,5.24,5.41,3.73,101.54,3.23,0.35
2.21,0,53.31,54.15,3.38,3.04,5.95,6.01,4.62,101.27,3.85,0.36
1.91,0,51.45,52.8,2.95,2.95,6.64,6.26,4.17,101.3,4.27,-999
1.51,0,50.87,52.98,2.29,2.86,7.35,8.25,3.13,101.46,5.13,0.4
1.79,0,52.89,54.02,2.82,2.98,7.32,8.78,3.94,101.7,4.82,0.41
1.79,0,51.72,53.79,2.88,2.96,7.51,8.37,4.12,101.53,4.33,0.4
2,0,50.65,52.48,3.39,2.89,9.3,9.99,5.19,101.16,4.39,0.39
1.78,0.01,40.88,50.27,2.87,2.29,8.57,9.65,4.11,100.93,4.88,0.34
1.96,0.03,27.91,48.24,2.95,1.53,8.83,9.72,4,100.19,5.49,0.24
3.29,0,48.73,49.95,5.27,2.78,8.69,8.96,7.82,99.96,4.33,0.3
2.28,0.39,51.41,52.05,3.67,2.89,8.27,8.83,5.41,100.46,3.97,0.29
1.81,0.01,48.29,52.85,2.77,2.66,8.88,9.34,3.8,100.61,6.41,0.32
1.43,0,52.21,52.73,2.41,2.91,9.35,11.14,3.64,101.24,5.68,0.34
1.25,0,46.1,51.64,1.96,2.57,8.8,10.81,2.67,101.69,5.86,0.35
1.26,0,52.41,53.02,2.23,2.89,9.55,11.6,3.35,101.49,5.49,0.4
2.18,0,52.64,53.27,3.65,3,8.4,8.83,5.45,101.38,4.33,0.38
2.24,0,52.49,53.18,3.72,3.04,8.67,9.22,5.58,101.29,4.15,0.36
1.75,0,33.56,52.96,2.71,1.85,7.54,8.41,3.91,101.18,4.64,0.31
1.73,0,53.01,53.81,2.94,3.02,8.39,9.74,4.55,100.88,4.58,0.39
2.18,0,53.62,54.16,3.68,3.04,8.45,9.48,5.53,100.97,3.85,0.4
1.61,0,47.12,52.41,2.44,2.67,8.11,9.14,3.34,101.25,4.46,0.38
1.03,0.07,44.88,50.77,1.53,2.51,8.4,10.29,2.05,101.25,5.68,0.37
1.16,0,45.68,53.24,1.72,2.53,8.19,10.63,2.32,101.11,4.82,0.34
1.51,0,49.92,52.27,2.38,2.76,9.19,11.27,3.34,100.94,5.07,0.34
0.94,0,48.82,52.31,1.45,2.7,9.61,11.98,1.99,100.61,5.49,0.34
1.62,0,49.27,54.06,2.71,2.73,8.83,10.28,4.01,100.62,5.19,0.36
2.18,0,53.74,54.5,3.68,3.08,8.37,9.38,5.41,101.04,3.48,0.37
1.91,0,33.98,49.4,3.03,1.89,8.02,8.9,4.31,101.23,3.85,0.27
1,0.08,33.91,53.73,1.6,1.8,9.11,10.26,2.4,101.08,6.1,0.3
1.82,0.19,33.31,53.86,2.93,1.77,9.12,9.33,4.34,101.16,7.08,0.29
2.22,0.04,51.23,55.7,3.59,2.79,10.35,10.51,5.39,101.23,6.65,0.37
1.46,0.09,45.59,56.57,2.35,2.45,9.97,10.16,3.42,101.26,6.77,0.34
2.08,0.37,22.85,55.66,3.39,1.18,9.15,9.62,5.13,101.22,7.39,0.22
2.34,0,55.21,58.47,3.86,3.08,9.71,9.87,6.08,101.66,5.43,0.37
2.05,0.01,58.07,58.77,3.48,3.3,9.48,10.58,5.31,101.86,4.7,0.38
2.08,0,57.04,57.68,3.63,3.27,9.47,10.62,5.55,101.81,3.78,0.39
2.27,0,58.59,59.09,4.01,3.3,10.15,11.16,6.12,101.48,3.97,0.44
2.31,0,58.37,58.9,4.03,3.38,10.16,11.4,6.05,101.14,3.91,0.47
1.88,0,58.48,59.03,3.06,3.39,9.34,11.39,4.38,101.03,3.97,0.45
1.57,0,58.98,59.61,2.56,3.42,9.28,11.57,3.62,100.92,4.09,0.43
1.87,0,58.61,59.4,3.09,3.43,9.24,10.47,4.46,100.85,4.21,0.45
1.47,0,54.98,58.87,2.33,3.16,9.23,11.54,3.27,101.07,3.85,0.43
1.71,0,54.7,58.15,2.77,3.16,9.28,11.62,3.94,101.23,3.97,0.43
1.27,0,62.17,62.59,2.05,3.51,9.95,12.14,2.95,100.71,4.58,0.49
1.7,0,58.64,59.65,2.84,3.34,9.98,11.89,4.17,100.31,4.39,0.45
1.8,0,44.93,59.62,2.95,2.48,10.58,11.67,4.42,101.08,5,0.35
1.4,0.01,59.45,60.56,2.48,3.34,11.52,12.87,3.85,101.18,4.52,0.44
0.91,0,52.47,60.31,1.52,2.9,10.58,12.05,2.23,100.81,5.37,0.47
1.56,0.07,46.65,62.86,2.46,2.49,9.98,10.04,3.61,100.98,6.84,0.49
1.18,0.1,43.91,64.33,2.11,2.26,11.76,12.08,3.35,101.19,8.18,0.49
2.05,0.69,26.92,64.27,3.43,1.38,12.08,12.27,5.3,100.87,8.24,0.33
2.36,1.52,53.79,65.96,3.59,2.93,10.97,10.76,5.07,100.19,6.65,0.5
2.36,0,66.66,68.31,3.63,3.82,9.65,9.55,5.1,100.61,4.76,0.47
1.87,0,69.72,70.22,2.82,3.96,8.58,8.35,3.81,100.93,4.58,0.52
2.7,9.63,27.3,68.59,4.06,1.38,8.14,7.72,5.56,100.28,6.1,0.29
2.53,0.01,62.05,70.3,3.74,3.47,8.82,8.15,5.04,100.66,5.07,0.48
1.97,0,59.76,69.71,2.88,3.3,8.5,7.78,3.93,100.9,4.64,0.52
1.86,4.41,58.92,70.52,2.69,3.2,7.82,7.26,3.61,100.98,5.13,0.55
1.85,15.07,33.79,70.12,2.73,1.73,9.08,8.81,3.61,100.35,6.59,-999
3.2,16.57,20.84,72.59,5.03,1.03,10.68,10.97,7.27,100.54,7.51,0.22
3.65,47.9,25.22,74.27,5.83,1.21,12.16,12.69,8.52,100.74,8.73,0.31
2.8,18.71,24.94,74.09,4.55,1.19,12.15,12.63,7.03,100.81,8.79,0.32
1.7,0.43,51.15,76.27,2.71,2.7,12.19,12.24,4.16,101.2,7.75,0.52
1.62,0.14,52.46,76.18,2.52,2.82,10.44,10.23,3.57,101.22,6.84,0.52
1.3,0.05,51.73,76.83,2.06,2.69,10.63,10.8,2.9,101.22,7.39,0.6
1.13,0.11,71.2,78.91,2,3.79,12.33,12.6,3.13,101.01,8.48,0.76
1.41,0.1,57.88,78.2,2.46,3.11,12.16,12.26,3.96,100.94,8.24,0.66
2.03,2.03,33.35,76.85,3.33,1.68,11.95,12.19,5.1,100.52,8.36,0.46
1.9,0.04,81.73,83.77,2.95,4.61,10.97,11,4.32,101,5.98,0.8
2.47,0,74.2,82.91,3.8,4.1,9.99,9.89,5.31,101.03,6.35,0.76
1.9,0.01,56.16,81.85,3.02,2.97,9.9,9.9,4.54,101.01,7.2,0.67
2.59,0.18,83.43,84.34,4.05,4.7,11.15,11.16,5.79,101.05,6.23,0.76
1.72,0,67.66,84.43,2.76,3.63,10.27,10.81,3.98,101.11,5.68,0.66
1.49,0,87.73,88.15,2.3,4.81,11.41,12.11,3.17,100.73,6.23,0.81
1.53,0,79.21,87.59,2.38,4.32,11.19,11.53,3.34,100.47,6.59,0.82
1.34,0,71.94,88.6,2.05,3.94,11.14,11.43,2.84,100.48,6.84,0.76
1.19,0,87.8,88.62,1.79,4.93,11.86,13.18,2.49,100.4,6.9,0.82
1.41,0.09,64.86,88.03,2.02,3.44,11.12,11.52,2.59,100.34,7.14,0.72
3.35,25.36,24.91,89.18,5.26,1.18,12.63,12.98,7.78,100.01,8.42,0.34
2.43,4.42,74.12,94.13,3.96,4,12.41,12.76,6.2,99.83,7.63,0.88
3.48,26.91,50.16,95.14,5.32,2.54,11.8,11.92,7.53,98.61,7.69,0.63
2.55,1.76,59.88,93.91,4.04,3.15,12.44,13.35,5.78,99.28,7.81,0.58
2.05,1.48,51.96,90.74,3.3,2.69,11.69,11.89,5.04,100.52,7.87,0.59
2.52,4.94,30.64,92.34,3.92,1.48,12.06,12.26,5.81,100.9,8.3,0.41
1.03,1.02,52.8,88.2,1.67,2.71,12.65,13.29,2.59,100.81,8.61,0.7
2.4,7.36,53.54,91.86,3.92,2.72,13.67,13.96,5.91,100.64,8.91,0.76
2.09,0.67,76.4,98.77,3.36,4.06,12.64,12.64,5.03,101.01,8.06,0.95
2.03,0.01,95.77,101.55,3.19,5.3,12.69,12.52,4.58,101.05,7.14,1.03
1.04,0.01,90.44,101.37,1.66,4.92,13.26,13.97,2.44,101.05,7.26,1.16
1,0.34,69.84,96.15,1.73,3.7,13.98,14.82,2.74,101.01,8.24,0.99
2.54,1.16,98.87,102.18,3.92,5.51,13.61,13.63,5.72,101.13,7.26,1.23
3.31,0,106.38,106.86,5.38,5.96,12.88,13.16,8.19,100.86,5.19,1.26
3.27,0,105.71,106.2,5.38,5.91,12.94,13.42,8,100.78,5.37,1.24
1.67,0,107.72,108.21,2.73,6.08,13.15,13.75,3.98,100.69,6.16,1.2
1.84,0,95.93,106.36,2.82,5.22,13.39,13.54,3.95,101.05,7.81,1.13
1.24,0,100.71,107.99,2.04,5.51,14.24,15.2,3.05,101.45,7.57,1.38
2.32,0,87.09,107.86,3.58,4.75,13.23,13.61,4.88,101.4,7.45,1.23
2.78,0.1,108.27,112.13,4.43,5.98,12.47,12.44,6.54,100.86,6.35,1.38
2.09,0,112.7,112.92,3.38,6.3,11.99,12.34,5.04,100.42,5.25,1.23
1.46,0,105.61,110.62,2.27,5.87,12.4,13.41,3.21,100.68,5.92,1.09
1.48,0,96.91,110.59,2.22,5.3,13.09,13.83,2.95,100.56,6.53,1.08
1.87,0.01,93.12,113.07,2.82,5.09,12.02,11.38,3.85,100.41,6.84,1.11
1.55,0,104.85,113.24,2.37,5.82,12.16,11.72,3.25,100.75,6.77,1.21
1.71,0,102.91,114.53,2.67,5.78,11.95,11.36,3.63,100.99,6.71,1.16
1.84,0,104.24,114.49,2.86,5.86,12.77,12.86,3.91,100.85,6.59,1.2
2.39,2.37,63.15,112.58,3.72,3.26,11.3,11.12,5.25,100.37,7.51,0.84
3.22,11.63,87.11,115.55,4.87,4.68,11.91,11.61,6.76,100.08,7.26,1.08
2.02,0.91,88.23,111.89,3.15,4.72,12.34,12.18,4.7,100.72,7.39,1.12
2.45,1.3,95.38,113.74,3.95,5.1,13.05,13.16,5.98,100.96,8.24,1.32
2.72,14.74,32.72,113.87,4.19,1.57,12.25,12.21,5.88,100.71,8,0.55
2.64,0.4,107.37,122.94,3.94,5.8,11.51,10.87,5.31,100.84,6.41,1.38
3.27,19.21,33.27,116.24,4.93,1.64,10.33,9.97,6.72,100.18,6.47,0.36
2.59,15.63,66.4,121.5,3.8,3.43,10.01,9.38,5.23,100.12,6.23,0.79
1.9,1.75,117.07,122.26,2.76,6.49,11.26,10.2,3.66,100.62,5.92,1.19
1.76,0.44,111.95,120.38,2.6,6.19,10.79,10.45,3.46,100.79,6.41,1.25
2.59,6.27,84.57,120.39,3.78,4.52,11.33,10.55,5.09,100.59,6.77,1.05
2.72,0,125.91,127.14,4.1,6.86,12.29,11.7,5.6,101.02,6.9,1.5
1.64,0,126.28,127.85,2.62,6.87,14.36,14.73,3.74,101.12,7.87,1.74
1.11,0,129.43,129.76,1.88,7.07,15.76,17.46,2.84,100.92,8.54,1.95
1.04,0,107.12,125.29,1.77,5.81,15.86,17.12,2.58,100.76,9.03,1.68
1.66,0.01,99.46,128.81,2.63,5.34,14.23,13.84,3.68,100.65,8.18,1.52
1.51,0.01,103.44,130.18,2.35,5.62,14.41,14.33,3.25,100.48,7.69,1.55
1.8,0.01,81.27,128.02,2.75,4.26,12.74,12.31,3.73,100.23,7.93,1.26
2.48,0,96.58,132.18,3.74,5.13,13.48,12.55,4.8,100.22,7.45,1.42
1.76,0,116.21,134.44,2.72,6.34,14.77,14.25,3.76,100.53,7.75,1.66
1.89,0,98.95,134.93,2.91,5.32,14.65,14.19,3.98,100.74,8.06,1.48
2.32,0,127.34,134.83,3.46,7.03,14.57,13.7,4.55,100.45,7.93,1.75
2.03,0,134.81,136.16,3.13,7.33,15.06,15.01,4.26,100.16,7.45,1.73
3.02,0,111.02,135.57,4.59,5.93,14.27,13.9,6.06,100.03,8,1.52
2.42,0,108.76,135.14,3.71,5.85,13.97,13.43,4.86,100.24,7.26,1.52
3.3,0,119.39,132.69,5.05,6.5,12.97,12.37,6.8,100.72,7.26,1.62
2.23,0,133.41,135.32,3.52,7.41,14.33,14.3,4.94,100.89,7.08,1.8
2.56,0.52,89.84,130.31,3.93,4.81,12,11.74,5.29,100.62,7.08,1.26
4.2,0.03,140.49,142.33,6.37,7.73,12.29,11.7,8.39,100.76,6.1,1.87
2.45,0,139.14,141.95,3.88,7.53,12.71,12.3,5.52,100.9,6.65,1.84
2.36,0.34,100.12,137.16,3.81,5.24,12.73,12.6,5.62,100.71,7.87,1.56
2.98,9.9,66.41,139.63,4.54,3.34,11.1,10.95,6.32,100.03,6.96,0.95
3.1,0.09,130.57,137.82,4.63,7.13,10.74,10.12,6.12,100.39,6.04,1.58
2.54,0.45,117.36,137.82,3.92,6.32,12.58,12.1,5.45,100.77,7.14,1.71
2.23,0,143.81,144.33,3.55,7.82,13.75,13.57,5.08,101.12,6.65,2.07
1.62,0,143.16,144.31,2.88,7.91,16.6,18.08,4.53,101,7.08,2.11
1.55,0,140.32,144.57,2.88,7.64,17.91,19.89,4.59,100.74,7.14,2.09
1.27,0,139.83,142.53,2.24,7.81,17.12,19.21,3.41,100.8,7.02,2
2.2,0.02,111.62,144.51,3.7,6.05,15.79,15.98,5.41,100.7,7.93,1.71
3.32,0.22,124.88,143.98,5.12,6.83,14.03,13.48,6.87,100.61,7.69,1.83
2.73,0.11,125.83,146.07,4.29,6.67,14.02,13.61,5.95,100.67,7.87,1.86
3.7,0.08,135.85,146.02,5.68,7.37,13.75,13.26,7.65,100.56,7.02,1.87
3.47,0,145.72,148.09,5.33,7.98,14.01,13.52,7.22,100.28,6.53,1.77
2.59,0,134.29,147.57,3.87,7.35,13.87,12.91,4.91,100.37,6.9,1.76
2.45,0.67,70.41,142.6,3.89,3.46,12.82,12.68,5.47,100.64,8.18,1.07
3.13,0.13,141.81,151.21,4.89,7.64,14.03,13.59,6.79,100.93,7.39,2.02
3.34,0,152.54,153.2,5.21,8.28,13.98,13.68,7.39,100.82,6.35,2.14
2.55,0,153.83,154.8,4.29,8.52,15.29,15.7,6.5,100.81,5.8,2.05
1.41,0,151.69,153.16,2.38,8.37,16.89,18.02,3.59,100.8,6.65,2.1
1.11,0,153.06,153.42,1.98,8.38,18.44,20.5,2.95,100.94,6.65,2.27
1.17,0,150.04,150.64,2.08,8.27,19.01,21.37,3.12,100.91,6.29,2.25
2.01,0,134.33,151.8,3.59,7.36,17.55,18.26,5.52,100.82,6.84,2.05
2.91,0.04,138.24,153.03,4.64,7.53,15.83,15.52,6.44,100.69,7.81,2.11
3.37,0.01,117.59,153.05,5.24,6.29,14.76,14.63,7.1,100.42,7.93,1.88
3.39,0.09,144.8,154.86,5.34,7.84,14.87,14.55,7.43,100.4,7.51,2.08
3.43,0.04,139.13,152.14,5.32,7.46,14.24,13.84,7.2,100.39,7.63,1.84
2.09,0.02,130.3,150.33,3.32,6.98,15.15,14.58,4.52,100.46,7.69,1.66
1.95,0.01,126.95,150.44,3.02,6.74,16.2,15.63,3.91,100.36,8.06,1.73
1.67,0.02,102.05,152.03,2.67,5.26,16.64,16.04,3.38,100.42,8.3,1.55
2.32,0.02,113.44,153.01,3.68,5.96,15.91,15.3,4.95,100.49,8.48,1.7
2.38,0,125.1,152.95,3.75,6.67,17.27,16.87,4.99,100.42,8.42,1.88
2.59,0,158.09,158.77,4.09,8.6,17.5,17.39,5.53,100.36,7.57,2.51
3.27,0,151.68,158.9,5.24,8.15,16.97,17.02,7.27,100.51,7.57,2.52
3.73,0,159.68,160.45,5.74,8.74,15.22,14.78,7.7,100.57,6.59,2.55
2.88,0,159.12,160.06,4.59,8.85,15.8,15.9,6.5,100.58,5.74,2.45
2.11,0,158.57,159.38,3.56,8.78,16.43,16.66,5.11,100.3,5.8,2.31
2.85,0.09,116.33,157.45,4.3,6.23,13.91,12.92,5.48,100.31,7.32,1.88
1.85,0.02,110.39,157.48,2.98,5.86,15.72,15.01,4,100.34,7.51,1.7
1.6,0.01,115.42,158.02,2.6,6.1,15.83,15.2,3.55,100.11,7.45,1.85
2.51,0.03,95.09,158.57,3.8,4.92,13.9,12.82,4.91,100.16,7.39,1.63
1.86,0.02,110.01,158.98,2.91,5.77,14.85,13.9,3.84,100.27,7.51,1.87
1.87,0,113.66,159.63,2.99,5.99,17.01,16.47,3.93,100.09,7.75,1.93
2.16,0,120.62,156.99,3.41,6.39,16.36,15.46,4.45,100,7.93,1.96
2.29,0,116.74,157.91,3.57,6.17,16.24,15.31,4.54,99.98,8,1.93
2.11,0,129.12,159.41,3.38,6.93,16.98,16.19,4.49,99.94,8.3,2.07
1.27,0,150.47,158.68,2.16,8.15,20.91,22.01,3.13,99.8,7.51,2.34
1.6,0,148.24,156.54,2.6,7.99,20.2,20.27,3.41,99.64,7.63,2.3
2.41,0,110.42,157.45,3.8,5.8,17.98,17.05,4.79,99.78,8.48,1.84
2.6,0.01,115.27,158.92,4.06,6.03,16.23,15.23,5.17,100.12,8.54,1.99
3.64,0.02,134.3,161.92,5.49,7.16,15.69,14.73,6.95,100.36,7.63,2.34
2.66,0,162.93,164.45,4.09,8.95,17.11,16.49,5.44,100.4,6.96,2.74
2.43,0,150.61,162.87,3.87,8.15,17.61,17.61,5.2,100.21,6.47,2.46
3.11,0.03,121.33,158.6,4.66,6.4,16.25,15.11,5.77,99.89,7.75,2.09
4.23,0.02,152.73,160.87,6.33,8.21,15.13,14.07,7.83,100.14,6.96,2.32
2.38,0,162.13,163.05,3.71,8.87,16.7,16.14,5.09,100.35,6.16,2.38
1.99,0,163.31,163.79,3.23,8.95,18.38,18.46,4.48,100.33,6.16,2.49
2.43,0.01,136.98,162.81,3.74,7.37,16.43,15.39,4.91,100.46,7.69,-999
2.78,0.03,149.16,161.76,4.28,8.02,18.1,17.61,5.52,100.37,7.39,2.5
3.34,0,114.75,160.9,5.06,6.07,16.8,15.87,6.41,100.2,7.2,1.87
2.64,0.88,123.63,162.46,3.98,6.47,16.19,15.02,5,100.28,7.69,2.04
2.77,0.82,144.3,160.36,4.27,7.71,17.28,16.5,5.47,100.33,7.87,2.35
3.55,0.01,134.62,160.27,5.52,7.06,17.53,17.05,7.31,100.39,8.3,2.24
3.34,0.06,106.76,161.63,5.3,5.39,16.74,16.23,7.17,100.39,9.03,1.85
